source_document,chunk_id,text_chunk
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_377,"convenient so to do, he may furnish to the accused copies of all or any of the documents referred to in sub-section (5). (8) Nothing in this section shall be deemed to preclude further investigation in respect of an offence after a report under sub-section (2) has been forwarded to the Magistrate and, where upon such investigation, the officer in charge of the police station obtains further evidence, oral or documentary, he shall forward to the Magistrate a further report or reports regarding such evidence in the form prescribed; and the provisions of sub-sections (2) to (6) shall, as far as may be, apply in relation to such report or reports as they apply in relation to a report forwarded under sub-section (2). 174. Police to enquire and report on suicide, etc.—(1) When the officer in charge of a police station or some other police officer specially empowered by the State Government in that behalf receives information that a person has committed suicide, or has been killed by another"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_378,"of a police station or some other police officer specially empowered by the State Government in that behalf receives information that a person has committed suicide, or has been killed by another or by an animal or by machinery or by an accident, or has died under circumstances raising a reasonable suspicion that some other person has committed an offence, he shall immediately give intimation thereof to the nearest Executive Magistrate empowered to hold inquests, and, unless otherwise directed by any rule prescribed by the State Government, or by any general or special order of the District 1. Ins. by Act 5 of 2009, s. 16 (w.e.f. 31-12-2009). 2. Subs. by Act 22 of 2018, s. 14, for “section 376, 376A, 376B, 376C, 387D” (w.e.f. 21-4-2018). 93 or Sub-divisional Magistrate, shall proceed to the place where the body of such deceased person is, and there, in the presence of two or more respectable inhabitants of the neighbourhood, shall make an investigation, and draw up a report of the"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_379,"the place where the body of such deceased person is, and there, in the presence of two or more respectable inhabitants of the neighbourhood, shall make an investigation, and draw up a report of the apparent cause of death, describing such wounds, fractures, bruises, and other marks of injury as may be found on the body, and stating in what manner, or by what weapon or instrument (if any); such marks appear to have been inflicted. (2) The report shall be signed by such police officer and other persons, or by so many of them as concur therein, and shall be forthwith forwarded to the District Magistrate or the Sub-divisional Magistrate. (3) 1[When— (i) the case involves suicide by a woman within seven years of her marriage; or (ii) the case relates to the death of a woman within seven years of her marriage in any circumstances raising a reasonable suspicion that some other person committed an offence in relation to such woman; or (iii) the case relates to the death of a woman within"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_380,"of her marriage in any circumstances raising a reasonable suspicion that some other person committed an offence in relation to such woman; or (iii) the case relates to the death of a woman within seven years of her marriage and any relative of the woman has made a request in this behalf; or (iv) there is any doubt regarding the cause of death; or (v) the police officer for any other reason considers it expedient so to do, he shall], subject to such rules as the State Government may prescribe in this behalf, forward the body, with a view to its being examined, to the nearest Civil Surgeon, or other qualified medical man appointed in this behalf by the State Government, if the state of the weather and the distance admit of its being so forwarded without risk of such putrefaction on the road as would render such examination useless. (4) The following Magistrates are empowered to hold inquests, namely, any District Magistrate or Sub-divisional Magistrate and any other Executive Magistrate"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_381,"as would render such examination useless. (4) The following Magistrates are empowered to hold inquests, namely, any District Magistrate or Sub-divisional Magistrate and any other Executive Magistrate specially empowered in this behalf by the State Government or the District Magistrate. 175. Power to summon persons.—(1) A police officer proceeding under section 174 may, by order in writing, summon two or more persons as aforesaid for the purpose of the said investigation, and any other person who appears to be acquainted with the facts of the case and every person so summoned shall be bound to attend and to answer truly all questions other than questions the answers to which would have a tendency to expose him to a criminal charge or to a penalty or forfeiture. (2) If the facts do not disclose a cognizable offence to which section 170 applies, such persons shall not be required by the police officer to attend a Magistrate’s Court. 176. Inquiry by Magistrate into cause of death.—(1)"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_382,"a cognizable offence to which section 170 applies, such persons shall not be required by the police officer to attend a Magistrate’s Court. 176. Inquiry by Magistrate into cause of death.—(1) 2[3*** when the case is of the nature referred to in clause (i) or clause (ii) of sub-section (3) of section 174], the nearest Magistrate empowered to hold inquests shall, and in any other case mentioned in sub-section (1) of section 174, any Magistrate so empowered may hold an inquiry into the cause of death either instead of, or in addition to, the investigation held by the police officer; and if he does so, he shall have all the powers in conducting it which he would have in holding an inquiry into an offence. 1. Subs. by Act 46 of 1983, s. 3, for certain words (w.e.f. 25-12-1983). 2. Subs. by, s. 4, ibid., for certain words (w.e.f. 25-12-1983). 3. Certain words omitted by Act 25 of 2005, s. 18 (w.e.f. 23-6-2006). 94 1[(1A) Where,— (a) any person dies or disappears, or (b) rape is alleged to"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_383,"4, ibid., for certain words (w.e.f. 25-12-1983). 3. Certain words omitted by Act 25 of 2005, s. 18 (w.e.f. 23-6-2006). 94 1[(1A) Where,— (a) any person dies or disappears, or (b) rape is alleged to have been committed on any woman, while such person or woman is in the custody of the police or in any other custody authorised by the Magistrate or the Court, under this Code in addition to the inquiry or investigation held by the police, an inquiry shall be held by the Judicial Magistrate or the Metropolitan Magistrate, as the case may be, within whose local jurisdiction the offence has been committed.] (2) The Magistrate holding such an inquiry shall record the evidence taken by him in connection therewith in any manner hereinafter prescribed according to the circumstances of the case. (3) Whenever such Magistrate considers it expedient to make an examination of the dead body of any person who has been already interred, in order to discover the cause of his death, the Magistrate may"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_384,"Whenever such Magistrate considers it expedient to make an examination of the dead body of any person who has been already interred, in order to discover the cause of his death, the Magistrate may cause the body to be disinterred and examined. (4) Where an inquiry is to be held under this section, the Magistrate shall, wherever practicable, inform the relatives of the deceased whose names and addresses are known, and shall allow them to remain present at the inquiry. 3[(5) The Judicial Magistrate or the Metropolitan Magistrate or Executive Magistrate or police officer holding an inquiry or investigation, as the case may be, under sub-section (1A) shall, within twenty-four hours of the death of a person, forward the body with a view to its being examined to the nearest Civil Surgeon or other qualified medical person appointed in this behalf by the State Government, unless it is not possible to do so for reasons to be recorded in writing.] Explanation.—In this section, the expression"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_385,"qualified medical person appointed in this behalf by the State Government, unless it is not possible to do so for reasons to be recorded in writing.] Explanation.—In this section, the expression “relative” means parents, children, brothers, sisters and spouse. CHAPTER XIII JURISDICTION OF THE CRIMINAL COURTS IN INQUIRIES AND TRIALS 177. Ordinary place of inquiry and trial.—Every offence shall ordinarily be inquired into and tried by a Court within whose local jurisdiction it was committed. 178. Place of inquiry or trial.—(a) When it is uncertain in which of several local areas an offence was committed, or (b) where an offence is committed partly in one local area and partly in another, or (c) where an offence is a continuing one, and continues to be committed in more local areas than one, or (d) where it consists of several acts done in different local areas, it may be inquired into or tried by a Court having jurisdiction over any of such local areas. 179. Offence triable where act is"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_386,"or (d) where it consists of several acts done in different local areas, it may be inquired into or tried by a Court having jurisdiction over any of such local areas. 179. Offence triable where act is done or consequence ensues.—When an act is an offence by reason of anything which has been done and of a consequence which has ensued, the offence may be inquired into or tried by a Court within whose local jurisdiction such thing has been done or such consequence has ensued. 180. Place of trial where act is an offence by reason of relation to other offence.—When an act is an offence by reason of its relation to any other act which is also an offence or which would be an offence if the doer were 1. Ins. by Act 25 of 2005, s. 18 (w.e.f. 23-6-2006). 95 capable of committing an offence, the first-mentioned offence may be inquired into or tried by a Court within whose local jurisdiction either act was done. 181. Place of trial in case of certain offences.—(1) Any offence of being a thug, or"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_387,"offence may be inquired into or tried by a Court within whose local jurisdiction either act was done. 181. Place of trial in case of certain offences.—(1) Any offence of being a thug, or murder committed by a thug, of dacoity, of dacoity with murder, of belonging to a gang of dacoits, or of escaping from custody, may be inquired into or tried by a Court within whose local jurisdiction the offence was committed or the accused person is found. (2) Any offence of kidnapping or abduction of a person may be inquired into or tried by a Court within whose local jurisdiction the person was kidnapped or abducted or was conveyed or concealed or detained. (3) Any offence of theft, extortion or robbery may be inquired into or tried by a Court within whose local jurisdiction the offence was committed or the stolen property which is the subject of the offence was possessed by any person committing it or by any person who received or retained such property knowing or having reason to believe it to"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_388,"or the stolen property which is the subject of the offence was possessed by any person committing it or by any person who received or retained such property knowing or having reason to believe it to be stolen property. (4) Any offence of criminal misappropriation or of criminal breach of trust may be inquired into or tried by a Court within whose local jurisdiction the offence was committed or any part of the property which is the subject of the offence was received or retained, or was required to be returned or accounted for, by the accused person. (5) Any offence which includes the possession of stolen property may be inquired into or tried by a Court within whose local jurisdiction the offence was committed or the stolen property was possessed by any person who received or retained it knowing or having reason to believe it to be stolen property. 182. Offences committed by letters, etc.—(1) Any offence which includes cheating may, if the deception is practised by means of letters or"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_389,"or having reason to believe it to be stolen property. 182. Offences committed by letters, etc.—(1) Any offence which includes cheating may, if the deception is practised by means of letters or telecommunication messages, be inquired into or tried by any Court within whose local jurisdiction such letters or messages were sent or were received; and any offence of cheating and dishonestly inducing delivery of property may be inquired into or tried by a Court within whose local jurisdiction the property was delivered by the person deceived or was received by the accused person. (2) Any offence punishable under section 494 or section 495 of the Indian Penal Code (45 of 1860) may be inquired into or tried by a Court within whose local jurisdiction the offence was committed or the offender last resided with his or her spouse by the first marriage 1[, or the wife by the first marriage has taken up permanent residence after the commission of the offence]. 183. Offence committed on journey or"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_390,"resided with his or her spouse by the first marriage 1[, or the wife by the first marriage has taken up permanent residence after the commission of the offence]. 183. Offence committed on journey or voyage.—When an offence is committed whilst the person by or against whom, or the thing in respect of which, the offence is committed is in the course of performing a journey or voyage, the offence may be inquired into or tried by a Court through or into whose local jurisdiction that person or thing passed in the course of that journey or voyage. 184. Place of trial for offences triable together.—Where— (a) the offences committed by any person are such that he may be charged with, and tried at one trial for, each such offence by virtue of the provisions of section 219, section 220 or section 221, or (b) the offence or offences committed by several persons are such that they may be charged with and tried together by virtue of the provisions of section 223, the offences may be inquired into"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_391,"or (b) the offence or offences committed by several persons are such that they may be charged with and tried together by virtue of the provisions of section 223, the offences may be inquired into or tried by any Court competent to inquire into or try any of the offences. 185. Power to order cases to be tried in different sessions divisions.—Notwithstanding anything contained in the preceding provisions of this Chapter, the State Government may direct that any cases or class of cases committed for trial in any district may be tried in any sessions division: Provided that such direction is not repugnant to any direction previously issued by the High Court or the Supreme Court under the Constitution, or under this Code or any other law for the time being in force. 1.Ins. by Act 45 of 1978, s. 15 (w.e.f. 18.12.1978). 96 186. High Court to decide, in case of doubt, district where inquiry or trial shall take place.—Where two or more Courts have taken cognizance of the same offence and a"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_392,"s. 15 (w.e.f. 18.12.1978). 96 186. High Court to decide, in case of doubt, district where inquiry or trial shall take place.—Where two or more Courts have taken cognizance of the same offence and a question arises as to which of them ought to inquire into or try that offence, the question shall be decided— (a) if the Courts are subordinate to the same High Court, by that High Court; (b) if the Courts are not subordinate to the same High Court, by the High Court within the local limits of whose appellate criminal jurisdiction the proceedings were first commenced, and thereupon all other proceedings in respect of that offence shall be discontinued. 187. Power to issue summons or warrant for offence committed beyond local jurisdiction.—(1) When a Magistrate of the first class sees reason to believe that any person within his local jurisdiction has committed outside such jurisdiction (whether within or outside India) an offence which cannot, under the provisions of sections 177 to 185"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_393,"to believe that any person within his local jurisdiction has committed outside such jurisdiction (whether within or outside India) an offence which cannot, under the provisions of sections 177 to 185 (both inclusive), or any other law for the time being in force, be inquired into or tried within such jurisdiction but is under some law for the time being in force triable in India, such Magistrate may inquire into the offence as if it had been committed within such local jurisdiction and compel such person in the manner hereinbefore provided to appear before him, and send such person to the Magistrate having jurisdiction to inquire into or try such offence, or, if such offence is not punishable with death or imprisonment for life and such person is ready and willing to give bail to the satisfaction of the Magistrate acting under this section, take a bond with or without sureties for his appearance before the Magistrate having such jurisdiction. (2) When there are more Magistrates than"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_394,"of the Magistrate acting under this section, take a bond with or without sureties for his appearance before the Magistrate having such jurisdiction. (2) When there are more Magistrates than one having such jurisdiction and the Magistrate acting under this section cannot satisfy himself as to the Magistrate to or before whom such person should be sent or bound to appear, the case shall be reported for the orders of the High Court. 188. Offence committed outside India.—When an offence is committed outside India— (a) by a citizen of India, whether on the high seas or elsewhere; or (b) by a person, not being such citizen, on any ship or aircraft registered in India, he may be dealt with in respect of such offence as if it had been committed at any place within India at which he may be found: Provided that, notwithstanding anything in any of the preceding sections of this Chapter, no such offence shall be inquired into or tried in India except with the previous sanction of the Central"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_395,"Provided that, notwithstanding anything in any of the preceding sections of this Chapter, no such offence shall be inquired into or tried in India except with the previous sanction of the Central Government. 189. Receipt of evidence relating to offences committed outside India.—When any offence alleged to have been committed in a territory outside India is being inquired into or tried under the provisions of section 188, the Central Government may, if it thinks fit, direct that copies of depositions made or exhibits produced before a Judicial officer in or for that territory or before a diplomatic or consular representative of India in or for that territory shall be received as evidence by the Court holding such inquiry or trial in any case in which such Court might issue a commission for taking evidence as to the matters to which such depositions or exhibits relate. CHAPTER XIV CONDITIONS REQUISITE FOR INITIATION OF PROCEEDINGS 190. Cognizance of offences by Magistrates.—(1) Subject"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_396,"taking evidence as to the matters to which such depositions or exhibits relate. CHAPTER XIV CONDITIONS REQUISITE FOR INITIATION OF PROCEEDINGS 190. Cognizance of offences by Magistrates.—(1) Subject to the provisions of this Chapter, any Magistrate of the first class, and any Magistrate of the second class specially empowered in this behalf under sub-section (2), may take cognizance of any offence— (a) upon receiving a complaint of facts which constitute such offence; (b) upon a police report of such facts; (c) upon information received from any person other than a police officer, or upon his own knowledge, that such offence has been committed. 97 (2) The Chief Judicial Magistrate may empower any Magistrate of the second class to take cognizance under sub-section (1) of such offences as are within his competence to inquire into or try. STATE AMENDMENTS Maharashtra Amendment of section 190.- In section 190 of the said Code, in sub-section (1), after clause (c), following provisos shall"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_397,"within his competence to inquire into or try. STATE AMENDMENTS Maharashtra Amendment of section 190.- In section 190 of the said Code, in sub-section (1), after clause (c), following provisos shall be added, namely:— “Provided that, no Magistrate shall take cognizance of any offence alleged to have been committed by any person who is or was a public servant as defined under any other law for the time being in force, while acting or purporting to act in the discharge of his official duties, except with the previous sanction under section 197 of the Code of Criminal Procedure, 1973 (2 of 1974) or under any law for the time being in force: Provided further that, the sanctioning authority shall take a decision within a period of ninety days from the date of the receipt of the proposal for sanction and in case the sanctioning authority fails to take the decision within the said stipulated period of ninety days, the sanction shall be deemed to have been accorded by the sanctioning"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_398,"for sanction and in case the sanctioning authority fails to take the decision within the said stipulated period of ninety days, the sanction shall be deemed to have been accorded by the sanctioning authority.”. [Vide Maharashtra Act 33 of 2016, s. 3.] Assam In Section 190 of the Code, in sub-section (1), after the words “any Magistrate of the first class” the words “any Executive Magistrate” shall be inserted; [Vide Assam Act 3 of 1984, s. 3(3) and the Schedule.] 191. Transfer on application of the accused.—When a Magistrate takes cognizance of an offence under clause (c) of sub-section (1) of section 190, the accused shall, before any evidence is taken, be informed that he is entitled to have the case inquired into or tried by another Magistrate, and if the accused or any of the accused, if there be more than one, objects to further proceedings before the Magistrate taking cognizance, the case shall be transferred to such other Magistrate as may be specified by the Chief Judicial"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_399,"if there be more than one, objects to further proceedings before the Magistrate taking cognizance, the case shall be transferred to such other Magistrate as may be specified by the Chief Judicial Magistrate in this behalf. STATE AMENDMENT Assam In Section 191 of the Code, the reference to “Chief Judicial Magistrate” Shall, in relation to an offence taken cognizance of by an Executive Magistrate, be construed as a reference to the District Magistrate. [Vide Assam Act 3 of 1984, s. 3(3) and the Schedule.] 192. Making over of cases to Magistrates.—(1) Any Chief Judicial Magistrate may, after taking cognizance of an offence, make over the case for inquiry or trial to any competent Magistrate subordinate to him. (2) Any Magistrate of the first class empowered in this behalf by the Chief Judicial Magistrate may, after taking cognizance of an offence, make over the case for inquiry or trial to such other competent Magistrate as the Chief Judicial Magistrate may, by general or special order,"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_400,"Magistrate may, after taking cognizance of an offence, make over the case for inquiry or trial to such other competent Magistrate as the Chief Judicial Magistrate may, by general or special order, specify, and thereupon such Magistrate may hold the inquiry or trial. STATE AMENDMENT Assam In Section 192 of the Code:— (i) in sub-section (1), after the word “Any” the words “District Magistrate” shall be inserted; (ii) sub-section (2) shall be substituted as follows:— (2) Any Sub-divisional Magistrate or Magistrate of the first class empowered in this behalf by District 98 Magistrate or Chief Judicial Magistrate, as the case may be, may, after taking cognizance of an offence, make over the case for enquiry or trial to such other competent Magistrate as the District Magistrate or Chief Judicial Magistrate may, by general or special order, specify, and thereupon such Magistrate may hold the enquiry or trail. [Vide Assam Act 3 of 1984, s. 3(3) and the Schedule.] 193. Cognizance of offences"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_401,"Magistrate may, by general or special order, specify, and thereupon such Magistrate may hold the enquiry or trail. [Vide Assam Act 3 of 1984, s. 3(3) and the Schedule.] 193. Cognizance of offences by Courts of Session.—Except as otherwise expressly provided by this Code or by any other law for the time being in force, no Court of Session shall take cognizance of any offence as a Court of original jurisdiction unless the case has been committed to it by a Magistrate under this Code. 194. Additional and Assistant Sessions Judges to try cases made over to them.—As Additional Sessions Judge or Assistant Sessions Judge shall try such cases as the Sessions Judge of the division may, by general or special order, make over to him for trial or as the High Court may, by special order, direct him to try. 195. Prosecution for contempt of lawful authority of public servants, for offences against public justice and for offences relating to documents given in evidence.—(1) No Court shall take"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_402,"him to try. 195. Prosecution for contempt of lawful authority of public servants, for offences against public justice and for offences relating to documents given in evidence.—(1) No Court shall take cognizance— (a) (i) of any offence punishable under sections 172 to 188 (both inclusive) of the Indian Penal Code, (45 of 1860), or (ii) of any abetment of, or attempt to commit, such offence, or (iii) of any criminal conspiracy to commit such offence, except on the complaint in writing of the public servant concerned or of some other public servant to whom he is administratively subordinate; (b) (i) of any offence punishable under any of the following sections of the Indian Penal Code (45 of 1860), namely, sections 193 to 196 (both inclusive), 199, 200, 205 to 211 (both inclusive) and 228, when such offence is alleged to have been committed in, or in relation to, any proceeding in any Court, or (ii) of any offence described in section 463, or punishable under section 471, section 475 or"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_403,"such offence is alleged to have been committed in, or in relation to, any proceeding in any Court, or (ii) of any offence described in section 463, or punishable under section 471, section 475 or section 476, of the said Code, when such offence is alleged to have been committed in respect of a document produced or given in evidence in a proceeding in any Court, or (iii) of any criminal conspiracy to commit, or attempt to commit, or the abetment of, any offence specified in sub-clause (i) or sub-clause (ii), 1[except on the complaint in writing of that Court or by such officer of the Court as that Court may authorise in writing in this behalf, or of some other Court to which that Court is subordinate.] (2) Where a complaint has been made by a public servant under clause (a) of sub-section (1) any authority to which he is administratively subordinate may order the withdrawal of the complaint and send a copy of such order to the Court; and upon its receipt by the Court, no further"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_404,"(1) any authority to which he is administratively subordinate may order the withdrawal of the complaint and send a copy of such order to the Court; and upon its receipt by the Court, no further proceedings shall be taken on the complaint: Provided that no such withdrawal shall be ordered if the trial in the Court of first instance has been concluded. (3) In clause (b) of sub-section (1), the term “Court” means a Civil, Revenue or Criminal Court, and includes a tribunal constituted by or under a Central, Provincial or State Act if declared by that Act to be a Court for the purposes of this section. (4) For the purposes of clause (b) of sub-section (1), a Court shall be deemed to be subordinate to the Court to which appeals ordinarily lie from the appealable decrees or sentences of such former Court, or in the case of a Civil Court from whose decrees no appeal ordinarily lies, to the Principal Court having ordinary original civil jurisdiction within whose local jurisdiction such Civil"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_405,"Court, or in the case of a Civil Court from whose decrees no appeal ordinarily lies, to the Principal Court having ordinary original civil jurisdiction within whose local jurisdiction such Civil Court is situate: Provided that— (a) where appeals lie to more than one Court, the Appellate Court of inferior jurisdiction shall be the Court 1. Subs. by Act 2 of 2006, s. 3, for certain words (w.e.f. 16-4-2006). 99 to which such Court shall be deemed to be subordinate; (b) where appeals lie to a Civil and also to a Revenue Court, such Court shall be deemed to be subordinate to the Civil or Revenue Court according to the nature of the case or proceeding in connection with which the offence is alleged to have been committed. 1[195A. Procedure for witnesses in case of threatening, etc.—A witness or any other person may file a complaint in relation to an offence under section 195A of the Indian Penal Code (45 of 1860).] 196. Prosecution for offences against the State and for criminal conspiracy"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_406,"any other person may file a complaint in relation to an offence under section 195A of the Indian Penal Code (45 of 1860).] 196. Prosecution for offences against the State and for criminal conspiracy to commit such offence.—(1) No Court shall take cognizance of— (a) any offence punishable under Chapter VI or under section 153A, 2[section 295A or sub-section (1) of section 505] of the Indian Penal Code (45 of 1860), or (b) a criminal conspiracy to commit such offence, or (c) any such abetment, as is described in section 108A of the Indian Penal Code (45 of 1860), except with the previous sanction of the Central Government or of the State Government. 3[(1A) No Court shall take cognizance of— (a) any offence punishable under section 153B or sub-section (2) or sub-section (3) of section 505 of the Indian Penal Code (45 of 1860), or (b) a criminal conspiracy to commit such offence, except with the previous sanction of the Central Government or of the State Government or of the District"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_407,"of the Indian Penal Code (45 of 1860), or (b) a criminal conspiracy to commit such offence, except with the previous sanction of the Central Government or of the State Government or of the District Magistrate.] (2) No Court shall take cognizance of the offence of any criminal conspiracy punishable under section 120B of the Indian Penal Code (45 of 1860), other than a criminal conspiracy to commit 4[an offence] punishable with death, imprisonment for life or rigorous imprisonment for a term of two years or upwards, unless the State Government or the District Magistrate has consented in writing to the initiation of the proceedings: Provided that where the criminal conspiracy is one to which the provisions of section 195 apply, no such consent shall be necessary. (3) The Central Government or the State Government may, before according sanction 5[under sub-section (1) or sub-section (1A) and the District Magistrate may, before according sanction under sub-section (1A)] and the State"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_408,"or the State Government may, before according sanction 5[under sub-section (1) or sub-section (1A) and the District Magistrate may, before according sanction under sub-section (1A)] and the State Government or the District Magistrate may, before giving consent under sub-section (2), order a preliminary investigation by a police officer not being below the rank of Inspector, in which case such police officer shall have the powers referred to in sub-section (3) of section 155. 197. Prosecution of Judges and public servants.—(1) When any person who is or was a Judge or Magistrate or a public servant not removable from his office save by or with the sanction of the Government is accused of any offence alleged to have been committed by him while acting or purporting to act in the discharge of his official duty, no Court shall take cognizance of such offence except with the previous sanction 6[save as otherwise provided in the Lokpal and Lokayuktas Act, 2013 (1 of 2014)]— (a) in the case of"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_409,"official duty, no Court shall take cognizance of such offence except with the previous sanction 6[save as otherwise provided in the Lokpal and Lokayuktas Act, 2013 (1 of 2014)]— (a) in the case of a person who is employed or, as the case may be, was at the time of commission of the alleged offence employed, in connection with the affairs of the Union, of the Central Government; (b) in the case of a person who is employed or, as the case may be, was at the time of commission of the alleged offence employed, in connection with the affairs of a State, of the State Government: 1. Ins. by Act 5 of 2009, s.17 (w.e.f. 31-12-2009). 2. Subs. by Act 63 of 1980, s. 3, for “section 153B, section 295A or section 505” (w.e.f. 23-9-1980). 3. Ins. by s. 3, ibid. (w.e.f. 23-9-1980). 4. Subs. by Act 45 of 1978, s. 16, for “a cognizable offence” (w.e.f. 18-12-1978). 5. Subs. by Act 63 of 1980, s. 3, for “under sub-section (1)” (w.e.f. 23-9-1980). 6. Ins. by Act 1 of 2014, s. 58 and the Schedule (w.e.f."
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_410,"1978, s. 16, for “a cognizable offence” (w.e.f. 18-12-1978). 5. Subs. by Act 63 of 1980, s. 3, for “under sub-section (1)” (w.e.f. 23-9-1980). 6. Ins. by Act 1 of 2014, s. 58 and the Schedule (w.e.f. 16-1-2014). 100 1[Provided that where the alleged offence was committed by a person referred to in clause (b) during the period while a Proclamation issued under clause (1) of article 356 of the Constitution was in force in a State, clause (b) will apply as if for the expression “State Government” occurring therein, the expression “Central Government” were substituted.] 2[Explanation.—For the removal of doubts it is hereby declared that no sanction shall be required in case of a public servant accused of any offence alleged to have been committed under section 166A, section 166B, section 354, section 354A, section 354B, section 354C, section 354D, section 370, section 375, 3[section 376A, section 376AB, section 376C, section 376D, section 376DA, section 376DB] or section 509 of the Indian"
raw/Legal_Corpus/Code_of_Criminal_Procedure_1973.pdf,Code_of_Criminal_Procedure_1973.pdf_chunk_411,"section 354A, section 354B, section 354C, section 354D, section 370, section 375, 3[section 376A, section 376AB, section 376C, section 376D, section 376DA, section 376DB] or section 509 of the Indian Penal Code (45 of 1860).] (2) No Court shall take cognizance of any offence alleged to have been committed by any member of the Armed Forces of the Union while acting or purporting to act in the discharge of his official duty, except with the previous sanction of the Central Government. (3) The State Government may, by notification, direct that the provisions of sub-section (2) shall apply to such class or category of the members of the Forces charged with the maintenance of public order as may be specified therein, wherever they may be serving, and thereupon the provisions of that sub-section will apply as if for the expression “Central Government” occurring therein, the expression “State Government” were substituted. 4[(3A) Notwithstanding anything contained in sub-section (3), no court"
